Row.names	Apap_The_002_1	Apap_The_002_2	Apap_The_002_3	Apap_The_024_1	Apap_The_024_2	Apap_The_024_3	Apap_Tox_002_2	Apap_Tox_002_3	Apap_Tox_024_1	Apap_Tox_024_2	Con_DMSO_002_1	Con_DMSO_002_2	Con_DMSO_002_3	Con_DMSO_024_1	Con_DMSO_024_2	Con_DMSO_024_3
ENSG00000011304	2827	4267	2663	4670	3873	2148	2760	3055	1041	1497	2891	4288	2109	2785	3141	4324
ENSG00000011332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011347	591	1179	759	474	946	242	913	903	336	280	558	626	1	540	213	2
ENSG00000011376	1011	1563	1070	1148	1391	832	1800	1245	323	830	725	961	714	1348	2122	411
ENSG00000011405	550	815	475.06	539	555.44	374	681	861	718	430.59	1709	904	0	1353	4515	1608
ENSG00000011422	795	746	179	657	490	234	427	608	746	250	485	442	2	644	368	237
ENSG00000011426	21	399	43	131	88	1	201	127	389	139	797	15	0	204	226	1
ENSG00000011451	232	1252	757	1291	1337	500	688	290	105	362	746	1360	275	171	219	1067
ENSG00000011454	13	341	246	172	283	44	417	414	237	213	183	211	0	326	8	246
ENSG00000011465	0	0	0	0	0	0	72	38	85	0	2	125	263	1	3	1
ENSG00000011478	244.55	788.28	413.05	806.03	593.48	382	737	368.1	295	390.99	626	112	3	11	1012	1653.01
ENSG00000011485	607	2072	572	1082	1484	997	917	452	336	601	1216	1333	672	972	2453	59
ENSG00000011523	1	309	108	253	241.68	135.01	21	90.01	66	104	82	280	1340	193	1	1
ENSG00000011566	463	611	228	379	508	317	583	547	326	173	816	1006	1137	1035	1538	870
ENSG00000011590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011600	127	247	181	263	253	185	346	272	244	112	173	879	0	0	0	0
ENSG00000011638	0	2	0	29	86	0	71	24	0	42	52	0	0	89	0	0
ENSG00000011677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012048	145	348	160.01	97	46	59	144	68	0	258	84	52	0	110	0	0
ENSG00000012061	2351	2130.19	1279	1665.74	913.41	1165.47	1976	1457	90	439	1016	1911	656	656.58	906	214.4
ENSG00000012124	38	606.78	173	413	323	104	147	104	254	181	443	36	528	369	1056	1
ENSG00000012171	0	189	0	8	40	0	139	0	0	0	0	0	0	0	0	0
ENSG00000012174	324	325	3	97	184	54	318.56	115	66	91	308	391	0	121	208	1
ENSG00000012211	72	32	0	74	113	126	0	0	0	68	0	0	1	1	0	0
ENSG00000012223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012232	1012	1144	463	1026.03	1106	524.71	378	827	260	728	599	452	1238	956	1641	599
ENSG00000012504	633	594	490	764	527	352	649	731	367	1124	1142	789	1	741	1242	1291
ENSG00000012660	2428	3574	2000	2287	3145	1235	3348	1588	1723	1697	5294	4295	1162	3987	2621	5610
ENSG00000012779	37	15	0	0	111	0	0	207	2	6	0	0	0	0	0	0
ENSG00000012817	59	304	143	157	230	118	356	129	129	108	394	358	832	1006	788	503
ENSG00000012822	582	670	423	821	1036	455	1256	453	704	1067	516	401	6	465	1490	548
ENSG00000012963	390	437.28	202	260	286	191	189	185	204	335	272	1234	3	326	244	1021
ENSG00000012983	564	665	216	299	494	275	592	813	668	786	1359	476	1997	1493	4470	2080
ENSG00000013016	141	1	4	61	13	20	201	234	366	54	332	139	632	2	1	0
ENSG00000013275	2741	4450	2517	2944	2925	2548	3537	2795	1880	1588	2037	2947	440	2474	4233	5144
ENSG00000013288	2953	5702	2007	5483	6144.8	2905	3674.02	2062	2203	2855	3130	3044	907	2620	6131	1221
ENSG00000013293	1.17	0	0	10.26	31.91	0.68	0	0	0	0	0	1	0	0	0	0
ENSG00000013297	0	1	0	30.84	7	4	63	0	0	1	0	0	0	177.31	0	0
ENSG00000013306	7851	9230	4512	8126	9045	5198	7106	4670	1887	3796	5029	4532	4615	3641	5112	2249
ENSG00000013364	1890	6298.84	2533	5605	5203.91	2645	3431.15	2729	2784	3704	3261	3476	1216	2607	3342.96	2729
ENSG00000013374	574	965	447	901	1437	594	1867	1244	622	1153	864	683	951	1590	2715	1204
ENSG00000013375	749.46	650.59	153	609.95	508.19	231.64	610.89	645.6	792	404	879.24	183.34	2	1142.75	1127	641.05
ENSG00000013392	112	324	15	65	58	74	25	59	0	38	1	351	0	9	0	253
ENSG00000013441	11	279	149	186	77	0	561	176	146	294	68	65	0	116	88	663
ENSG00000013503	547	408	424	285	493	289	554	526	290	522	380	118	919	770	446	73
ENSG00000013523	407.96	726	369	448	924	182	650	200	89	522	523	839.26	1198	126	559	210
ENSG00000013561	716.75	737	442	338	775	350	1106	505.97	471	467.44	459	1037	1184	405	906	2106
ENSG00000013563	772	903	421	921	918	754	618	564	729	539	696	1467	2	228	26	3
ENSG00000013573	62.98	547	163	136.08	40	31	153	53	138	93	1	1	0	0	0	442.06
ENSG00000013583	657	875	441	338	376	403	346	623	46	544	661	699	202	789	900	68
ENSG00000013588	253	104	20	169	205	79	170	67	0	316	140	111	0	198	105	443
ENSG00000013619	0	44	67	93	206	102	360	153	77	47	143	88	0	0	1	540
ENSG00000013725	0	46	6	62	133	1	59	30	0	53	2	106	0	0	0	0
ENSG00000013810	26	79	55	204	151	156	0	120	1	0	159	4	0	0	1	0
ENSG00000014123	319	450	364	306	506	76	601	680	525	477	340	298	766	515	1826	2271
ENSG00000014138	528	482	170	227	81	76.2	620	71	351	192	535.61	32	1635	29	700	537
ENSG00000014164	98	363	178	506	607	221	165	215	179	27	476	1104	0	0	274	0
ENSG00000014216	3499	2887	2076	3717.76	3391	1762	2250	729	1369	1412	978	1513	212	1480	2383	2545
ENSG00000014257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000014641	5067	6161	3821	3021	3660	2944	4955	4926	3996	2609	4891	4250	4807	8532	9371	10922
ENSG00000014824	506	1073	495	532	451	435	284	496	278	353	217	728	1184	255	2180	1614
ENSG00000014914	371	577	459	507	343	411	668	220	192	143	181	1211	719	232	657	1187
ENSG00000014919	1237	2125	1197	1611	2295	1128	1618	1340	1321	1635	1196	2002.96	3	2605	2760	4261
ENSG00000015133	51	303	80	176	55	1	46	143	2	1	0	0	678	1	1	324
ENSG00000015153	111	390	188	164	314	75	184	153	240	260	498	315	2	513	1237	1416
ENSG00000015171	109	477	266	371	458	82	485	633	278	654	868	2107	398	894	1123	1887
ENSG00000015285	0	0	78	120	171	65	0	0	0	0	5	2	0	0	0	0
ENSG00000015413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015475	1074	1746	797	760.94	979	554	935	618	239	271	1148	239	817	1015	903	3
ENSG00000015479	228.85	308.12	70.56	166.92	440.32	150.98	1163.78	294.35	146.41	844	1114.43	1469	6	729.17	874.31	257.02
ENSG00000015520	1582	3128	1241	3098	4491	1137	1574	1338	667	1433	1441	2711	413	2448	1103	811
ENSG00000015532	1160	1011	774	1238.1	1175	917	1163	918	1119	769	637	644	2194	769	522	40
ENSG00000015568	27.65	77.16	104.42	144.66	22.43	1.39	73.34	211.32	1	65.04	315.61	4.61	0	0	469.24	1.11
ENSG00000015592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	1266	1552	540	935	1506	899	1513	856	958	1169	1420	587	771	920	657	1011
ENSG00000016082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391	999	2067.75	955	1637.09	2298	1392	806	1397.01	2005	1555	933.81	3270	3	2674	3742	3186
ENSG00000016402	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
ENSG00000016490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864	5	274	308	229	240	181	280	250	46	235	176	904	2	276	702	6
ENSG00000017260	133	532	204	348	673	242	266	194	627	458	731	1134	154	568	1513	1116
ENSG00000017427	371.13	699.6	286.56	380.94	354.75	415.52	333.09	222.47	425.05	515.58	239.73	1.27	632.16	806.56	399.29	836.66
ENSG00000017483	0	110	0	90	40	0	0	0	0	0	0	46	0	0	306	0
ENSG00000017797	684	1787	1363	1173	2652	732	1258	1317	971	1748	1730	873	728	2846	6767	1096
ENSG00000018189	474	196	173	211	383	299	485	223	205	222	367	71	2	150	204	887
ENSG00000018236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018280	430	168	124	388	340	210	257	1.12	125	404	0	2.69	332	0	0	239
ENSG00000018408	904	1492	617.78	999	1710	628	1262	1284	678	1237	1219	1507	606	1230	842	2120
ENSG00000018510	362	1012	495	604	611	309	245	471	691	866	760	946	8	1037	1884	2790
ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	68.21	197	124	56	35	66.12	43	89	147	18.01	136	414	0	195.68	333	0
ENSG00000018625	0	15	28	47	99	39	0	0	134	0	0	1	0	26.35	0	0
ENSG00000018699	119	598	407	408	412	104	336	95	14	251	301	83	782	182	1025	6
ENSG00000018869	0	0	19	22	35	15	0	42	0	0	113	0	0	0	91	0
ENSG00000019102	233	40	74	101	30	105	70	2	43	125	195	0	0	0	0	1
ENSG00000019144	190	207	81	125.87	76.52	96	0	126	3	83	170	1	0	1.02	1	332
ENSG00000019169	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	265
ENSG00000019186	0	0	0	8	0	0	94	0	0	0	0	0	0	0	0	0
ENSG00000019485	91	33	151	125	48	143	56	118	23	2	61	98	1	56	0	1
ENSG00000019505	1	35	0	17	0	0	0	0	0	0	0	0	0	126	0	0
ENSG00000019549	398	398	100	328	161	20	91	62	35	213	612	407	635	751	309	212
ENSG00000019582	3640	4250	2385	6245	5432	2563	2739	2198	1011	2415	1173	2164	2413	1612	2356	2939
ENSG00000019991	0	41	0	0	0	0	0	0	124	0	0	0	1	0	209	90
ENSG00000019995	53	252.8	15.78	59.71	138	104	203	69	159	142	279	65	117	310	355	46
ENSG00000020129	1169	1000	524	1127	1121	611	589	545	353	517	978	704	4	172	709.99	334
ENSG00000020181	0	0	0	20	0	0	6	0	169.65	0	260	0	0	0	0	0
ENSG00000020219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256	757	605	163	689	648	437	399	134	417	335	496	731	674	707	1472	1149
ENSG00000020426	0	252	71	18	0	0	55	4	207	135	207	5	2	0	0	469
ENSG00000020577	523	969	784	822	885	263	275	268	269	714	925	2033	2	531	1724	0
ENSG00000020633	145	84	0	34	31	186	0	0	0	43	0	0	0	0	0	0
ENSG00000020922	63	87	40	68	319	2	25.02	24	100	167	185	8.82	0	2	0	7
ENSG00000021300	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021355	648	1525	947	970	718	704	1887	1073	1054	877	1206	338	433	977	460	984
ENSG00000021461	36	114	1	40	101	39	7	0	0	0	0	0	0	0	0	0
ENSG00000021488	776	1524	659	1398	895	520	948	1163	333	300	961	726	432	1141	669	752
ENSG00000021574	404	233.02	89	267.41	142.2	106.52	344	326	198	263	131	37	0	396	1205	2080
ENSG00000021645	1.42	10.39	8.43	6.11	3.53	8.69	3.44	0	0	0	50.22	8.58	0	0	0	0
ENSG00000021762	0	0	0	1	1	0	0	0	78	76	0	0	0	0	0	1
ENSG00000021776	1091	1813	829	771	1003	722	1672	1958	697	1515	1658	1467	1421	2131	3914	3468
ENSG00000021826	21295	39141	16548	17438.99	18160	8787	29546	21139.03	12748	12906	24800	17911	13228	23040	25171	24957.53
ENSG00000021852	475	1088	658	567	494	683	526	280	490	418	230	1147	1161	730	1082	1356
ENSG00000022267	59	77	131	104	223	94	244	207	230	166	478	29	1536	266	766	1431
ENSG00000022277	1311	1910	1803	1509	1268	783	2013	841	1028	1202	1693	2850	9.93	1984	767.03	2471
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	0	1	0	17	0	0	0	0	0	64	0	0	0	55	0	0
ENSG00000022567	3	0	0	29	14	0	0	0	0	0	54	5	0	0	0	3
ENSG00000022840	2071	3444.06	1880	2209	2493.11	1305	2615	2315	833	1650	2803	4550	3388	1649	3747	3673
ENSG00000022976	53	162.57	23	160.7	348.03	91.53	137	221.17	5	186	106.31	17.88	0	310	331	233
ENSG00000023041	204	760	330	279	298	139	399	362	286	362	267	9	262	173	719	135
ENSG00000023171	145	122	170	26	54	50	101	119	103	71	286	1369	14	0	320	1
ENSG00000023191	2626	3028	3675	4137	3666	2044	3233	2024	1670	1352	1604	3363	7	645	1997	305
ENSG00000023228	3579	5114.1	2281.69	3594	3875.22	1918.16	3060	3335.03	2801.86	2784.16	3780	3113.81	2036.02	7420	7898	8827
ENSG00000023287	538	701	157	360	445	150	652	351	1155	566	647	958	1948	1621	2366	2075
ENSG00000023318	1256	1582	658	1087	1413	821	1321	635	657	1129	1195	716	11	1016	1127	1539
ENSG00000023330	5826	6974	4605	3979	4624	2359	7074	4901	3246	3192	4580	4900	3464	4907	4865	6132
ENSG00000023445	576	1060	400	908	874	380	795	816	1034	1144	559	284	393	2278	1240	897
ENSG00000023516	38	623	253	390	326	268	344	498	451	368	1244	269	401	652	210	1378
ENSG00000023572	57	6	164	58	3	0	1	15	0	21	0	0	0	0	0	0
ENSG00000023608	0	15.92	41	11	17	0	0	0	0	12	65	28	0	82	0	0
ENSG00000023697	1253	2098	956	1150	1984	544	1096	777	774	842	735	1270	419	1279	2552	1470
ENSG00000023734	1102	1813	620	939	872	681	1465	1719	614	664	2195	897	469	1128	1956	672
ENSG00000023839	8348	16314	9232	11239	14075	6576	16765	15009	13085	12439	20194	9766	12068	24221	39166	26736
ENSG00000023892	0	0	19	0	49	0	0	104	46	38	0	22	0	205	489	0
ENSG00000023902	129	195	187	166	311	202	89	74	69	59	20	1036	0	58	258	1
ENSG00000023909	312	493	202	366.62	542.97	287	399	370.99	229	614	631	471.99	1460	919	1948	1183.01
ENSG00000024048	464	876	330	578	1130	310	1058	766	744	1004	1167	929	375	877	2393	1552
ENSG00000024422	1005	533	130	1441	1514	775	451	474	377	451	321	2320	607	137	426	1187
ENSG00000024526	2	187	0	57	8	43	72	0	0	70	0	177	0	352	0	0
ENSG00000024862	98	262	64	361	186	148	139	102	175	525	24	73	0	250	754	123
ENSG00000025039	229	802	603	1048	825	403	1416	662	369	600	1145	747	727	1363	1747	1639
ENSG00000025156	10	41	68	68	69	0	96	43	70	47	4	2	0	0	19	172
ENSG00000025293	136	472.01	170	522.91	261	217	351	96	642	207	687	378	1	450	500	795
ENSG00000025423	884	1819	1284	1728	1425	836	1187	1030	1052	1320	915	250	1081	815	2354	2123
ENSG00000025434	3479	5345	2439	5297.17	4880	2945	4452	3491	1868	3618	2946	4732	1890	3294	4656	9722
ENSG00000025708	265	531	466.21	381	241	517.79	89	52	289	144	103	49	0	4	323	72
ENSG00000025770	160	163	364	157	95	272.25	319	1	168	180.91	258	54	0	0	0	0
ENSG00000025772	1853	1780	1168	1719	1677	1275	2394	1582	1208	1432	1410	5065	1456	1255	2945	2455
ENSG00000025796	390	392	336	205	530	109	178	275.54	107	375	503	254	0	372	755	234
ENSG00000025800	2717.63	4790.45	2508.06	2374.87	3020.31	1702.53	4713.97	3765.99	2844	3409.43	5298.51	2882	2362	4604.11	8356	7912.01
ENSG00000026025	18100	23539	13224.35	16527	18461	13574	20162.89	14722	7838	9150	6524	24082	13076	7877	15449	10516
ENSG00000026036	0	0	0	303.4	0	91.59	0	197.48	0	91.38	0	0	0	0	0	0
ENSG00000026103	761	905	493	1064	1516	482	939	1045	936	1526	2606	1423	1744	2224	3453	3081
ENSG00000026297	188	451	394	370	369	347	277	6	83	397	89	23	0	592	0	399
ENSG00000026508	3165	4383	1863	2720	3095	1724	4552	5092	4060	3429	6900	4328	1615	7782	6235	9501
ENSG00000026559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000026652	0	1	0	37	0	0	0	0	0	113	0	0	0	0	0	0
ENSG00000026751	31	220	114	140.01	127	122	93	0	276	203	126	0	0	0	489	0
ENSG00000026950	56	186	175	109.01	110.69	144.57	281	50	376.25	243	407	333	4	0	620.98	551
ENSG00000027001	119	483	328	337	476	238	183	349	181	411	285	553	799	256	241	1
ENSG00000027075	4	41	23	68	177	80.88	47	80	77	96	5	67.65	0	27	1	2
ENSG00000027644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000027697	751	1219	845	507	497	364	535	789	460	877	1558	504	1	1180	1209	1143
ENSG00000027847	445	727	147	384	174	193	394	327	0	93	242	376	2	0	10	3
ENSG00000027869	0	0	2	51	38	0	0	72	0	0	0	0	0	0	0	0
ENSG00000028116	0	308.38	81	81.9	186.77	117	53.02	342.31	187	114	291	208	0	830.16	283	739
ENSG00000028137	2318	2483	1816	3238	2913	1489	2094	1625	974	1769	1303	705	732	2010	2279	1596
ENSG00000028203	953	1594	847	1008	1269	802	1283	1839	849	1225	1321.94	1326	967	2763	3474	4835
ENSG00000028277	0	0	0	0	0	0	0	0	0	0	121	0	0	0	1	0
ENSG00000028310	112	438	244	270	207.54	89	275	83	193	442	502	269	1	16	1189	2
ENSG00000028528	1338.03	1109.27	583.05	1143	1450.4	571.06	1162.11	1577	628.04	1693	1663	1559.01	507	1232	2845	2048
ENSG00000028839	36	127	0	141.78	80.57	25	31	14	0	1	86	171	704	250.8	304.98	393
ENSG00000029153	4	322.01	308	146	283.01	71	167	314.05	136	164	559.29	45	3	676	1026.23	957
ENSG00000029363	1307	2046.57	978	1130	1118	517	2642	1902	1601	1070	3591	2165	2957	4187	3349	2661
ENSG00000029364	2124	4385	2340	2656	3584	2334	3905	3527	1997	2894	4634	3380	2870	7686	6186	4784
ENSG00000029534	0	0	0	12	0	3	0	0	0	0	0	0	0	168	0	0
ENSG00000029559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	3	168	10	49	95	132	9	30	0	0	247	0	0	1	223	382
ENSG00000029725	327	981	223	566	307	240	740	244	573	467	1162	1319	120	1115	465	1594
ENSG00000029993	550	571	153	278	625	148	518	294	207	503	164	216	1	1176	443	641
ENSG00000030066	0	224	133	82	42	37	212	34	140	0	35	30	0	296	0	0
ENSG00000030110	419	565	404	747	578	292	230	213	172	298	194	1107	2	139	4	2
ENSG00000030304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030419	1	0	68	0	8	0	10	2	0	34	93	111	0	0	0	0
ENSG00000030582	9125	14549	8506	14391	15016	9592	10023	7295	5230	6958	4998	15131	5536	5173	7704	4496
ENSG00000031003	174	259	117	143	143	89	91	365	412	244	234	218	590	417	549	895
ENSG00000031081	323	266	372	451	339	235	393	282	286	267	215	1200	1	547	94	11
ENSG00000031691	0	1	52	0	0	0	0	1	57	0	0	1	0	0	0	0
ENSG00000031698	3731	7718	3425	4220	4989	2475	6218	5291	4201	4622	6412	4018	3751	9685	14891	5328
ENSG00000031823	628	1137	770	1159.92	1165	760	877	424	365	642	722	1879	1390	308	1357	695
ENSG00000032219	2	220	132	186	212	145	86	135	88	47	182	14	1380	91	282	519
ENSG00000032389	1247	1198	361	496	643	372	755	881	181	445	219	566	4	367	313	701
ENSG00000032444	874	2977.47	1083	1925	1894	1089	2007	831	659	664	473	2288	1028	4	1547	758
ENSG00000032742	39	26	81	287	63	20	101	223	131	198	84	51	1	267	189	3
ENSG00000033011	1259.87	1472.5	879.32	1531.55	934.35	983.47	1228.59	874.7	445.52	546.72	235	1529.37	4.09	2213.51	1048	972.57
ENSG00000033030	146.99	384	70	208	250	122	195	31	325	394	171	367	1	519	765	1169
ENSG00000033050	1517	1769.61	624	767	1125	888	1386	706	599	755	630	845	427	1629	834	745
ENSG00000033100	597	1141	944	1799	2176	806	999	388	132	886	682	1554	0	1189	741	17
ENSG00000033122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000033170	0	0	87.03	25	6	50.4	0	2.33	113	33	265	7	2	2	28	0
ENSG00000033178	624	318	112	413	421	194	414	660	470	335	399	214	843	866	1543	2155
ENSG00000033327	212	93	202	362	400	146	328	215	244	320	414	244	491	227	988	317
ENSG00000033627	1308	2151	748	1942	2504	1085	1536	979	963	1540	1584	1759	862	1290	3141	3250.62
ENSG00000033800	624	355.78	160.82	430.64	394	109	311.54	113	835	387.58	494	416	1007	1423.46	1942	13
ENSG00000033867	102	398	157	150	130	138	330	189	207	338	333	23	0	652	989	499
ENSG00000034053	0	3	0	20	0	0	0	23	0	73	0	0	0	0	1	1
ENSG00000034152	1387	2430	1185	2518	2836	1499	1863	970	1218	1209	1847	746	1428	1261	974	1578
ENSG00000034239	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
ENSG00000034510	9683	14285	6415	12074	11207	8492	10374	8620	5132	9450	8770	10184	3862	6783	14639	5114
ENSG00000034533	21	49	0	74	32	72	34	166	157	99	0	165	0	0	0	675
ENSG00000034677	203	947	544	384	495	652	584	173	956	836	967	163	2120	1710	733	2001
ENSG00000034693	496	1354	671	576	862	373	536	826	871	426	1228	143	674	1023	1975	47
ENSG00000034713	508	585	349	493	178	153	281	317	21	28	439	477	1	132	389	389
ENSG00000034971	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000035115	1	12	0	50.01	166	3	10	53	0	75	0	11	0	3	9	628
ENSG00000035141	281	516	89	249	183.03	73	467	184	589	287	91	520	3	3	155.6	199
ENSG00000035403	824	2061.47	1228	1511.58	2157.82	1410.14	2423	1746.21	779.05	1195.75	1882	2026	839	3036.02	3486.05	2470
ENSG00000035499	0	0	2	15	7	0	0	1	0	1	12	0	0	0	0	329
ENSG00000035664	198	10	73	115	80	34	47	14	0	95	10	0	0	0	165	0
ENSG00000035681	99	609	430	356	499	246	312	116	284	185	368	360	297	456	639	1294
ENSG00000035687	47	161	89	219	289	86	61	135	53	261	464	151	797	274	605	349
ENSG00000035720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035862	163.8	649.5	354	772.09	1045.41	422.31	718	469	915	586.96	333	956	3	72	2.17	1145
ENSG00000035928	530	736	255	600	844	290	512	425	675	570	701	287	940	720	2236	735
ENSG00000036054	160	530	98	231	174	58	273	109	223	272	398	151	1	260	2044	1103
ENSG00000036257	892	1647	986	1581	1936	562	1557	914	1313	936	1379	1220	186	2277	3176	1477
ENSG00000036448	3	165	75	65	11	0	155	31	0	117	3	1	668	379	36	2
ENSG00000036473	1086	1378	695	998	1309	764	996	590	714	798	878	1090	930	1847	2537	923
ENSG00000036530	164	6	0	35	2	0	39	0	0	33	0	0	0	0	0	0
ENSG00000036549	306	383	32	273	200	160	478	531	188	342	774	116	1	1540	1392	1109
ENSG00000036565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036672	35	7	140	150	111	62	33	3	0	40	118	276	0	0	0	0
ENSG00000036828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037042	358.47	268.32	464.48	443.14	512.04	146.07	263.65	141.04	132.14	401.61	267.95	115.38	0	0	958.46	18.06
ENSG00000037241	678	870	659	511	638.52	656	574	345	247	126	604	791	3	755	779	0
ENSG00000037280	0	0	0	65	2	35	0	0	0	0	0	0	0	0	0	0
ENSG00000037474	315	1201	653	540	415	246	626	558	252	527	891	497	1	210	293	523
ENSG00000037637	346	708	362	427	545	297	725	276	387	406.04	672.14	217	583	441	1150	1
ENSG00000037749	61	50	22	210	21	65	260	47	311	86	99	40	0	53	231	0
ENSG00000037757	563	609.01	586.55	956.54	711.09	296.03	807	501.2	181.57	516	948	155.43	0	216	858	476
ENSG00000037897	241	608	269	278	241	120	433	233	198	190	138	1722	0	353	0	565
ENSG00000037965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038002	26	497	288	313	205	194	572	208	59	294	158	101	0	100	139	302
ENSG00000038210	1.42	167	82	111	132	95	164	177	144	81.33	236.2	10	171	299.47	0	49.74
ENSG00000038219	126	167	137	343	388	46	440	373	127	342	707	110	0	80	904	1179
ENSG00000038274	516	1017	79	424	552	248	519	165	261	275	184	174	535	727	402	1770
ENSG00000038295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038358	1760	3126	1101	2355	2391	1560	2264	933	782	770	900	2458	861	1256	721	1065
ENSG00000038382	1214	2340	975	1636	1839	786	1833	1252	1069	1137	1736	1928	492	651	2424	1976
ENSG00000038427	104	27	78	32.08	46	4	9	265	234	65	0	548	0	0	126	476
ENSG00000038532	754	824	602	806	896	421	690	523	622	495	1693	725	1	771	2475	1704
ENSG00000038945	115	418.06	522	554	721	483	574	281	267	456.05	249	294	2	891	978	919
ENSG00000039068	3913	5465	3481	7125	7456	3544	5289	3934	2888	4146	7447	5987	8516	7452	10145	10004
ENSG00000039123	240.81	1055.2	94	551.35	483.96	58.38	779.48	499.26	249.82	327.18	347.31	110.02	2	496.63	450.13	52.15
ENSG00000039139	0	68	0	21	100	0	62	0	0	56	1	144	0	0	0	0
ENSG00000039319	51	412.8	83	263.58	211	151.19	49.24	157	466	97	597	6	782	0	984.71	579
ENSG00000039523	359	623	185	803	1058	604.26	697	196	30	254	796.6	451.46	1	0	561	776
ENSG00000039537	3353	5161	3114	3147	4252	2183	3481	2922	4112	3520	4012	6559	10844	7600	9413	12976
ENSG00000039560	566	1594	628	908	1010	613	1962	1356	812	1020	1454	2087	986	3234	3366	2972
ENSG00000039600	0	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000039650	155	277	569	524	858	330	379	541	88	546	51	300	488	747	914	8
ENSG00000039987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040199	533	545	326	579	790	355	665	277	475	407	681	197	0	1791	1215	2603
ENSG00000040275	0	3	94	40	29	0	0	20	0	29	203	30	0	2	0	76
ENSG00000040341	145	522	154	286	478	282	418	622	471	477	552	213.14	1360	1208	1193	1
ENSG00000040487	679	1053	1171	1572	1593	861.05	917	519	281	864	804	414	255	1693	1409	567
ENSG00000040531	708	843	697	1068	1003	820	985	1047	338	748	697	1256	1	109	1291	1219
ENSG00000040608	304	562	236	786	637	387	65	48	0	72	126	0	789	289	0	0
ENSG00000040633	1041	977	799	1426	1132	775	203	378	365	406	340	2661	1254	234	1421	1397
ENSG00000040731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040933	23	368	125	326	308	127	281	467	320	237	5	76	704	12	469	7
ENSG00000041353	787	874	246	400.06	671	290	841	1124	1083	1167	1657	1212	484	4587	4056.66	4485.92
ENSG00000041357	123	146	248	180	134	85	134	151	265	76	560	160	2	1106	426	290
ENSG00000041515	0	0	0	154	51	123	23	40	0	107	0	30	522	0	764	0
ENSG00000041802	557	709	362	419	731	283	619	515	631	489	853	816	1	907	401	98
ENSG00000041880	1015	735	516	1072	891	475	820	764	475	411	1063	571	1083	1321	1452	1284
ENSG00000041982	632	1307	261	381	366	70	1577	637	512	64	597	1133	29	449	300	690
ENSG00000041988	597.03	828.95	333.93	678.73	214.47	421.35	351	0	324.35	59	275.9	1139.25	1455	1	1330	0
ENSG00000042062	0	2	2.17	0	0	21.09	0	0	0	0	0	0	0	0	0	0
ENSG00000042088	29	283	84	136	292	172	403	297	106	265	17	54	0	339	760	6
ENSG00000042286	185	412	35	99	224	62	186	28	25	261	229	0	1191	105	307	0
ENSG00000042304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042317	168	65	12	88	82	59	25	91	0	21	196	1	1	406	7	0
ENSG00000042429	245	312	121	80	20	60	82	126	134	78	372	7	1101	558	289	610
