AC   MIPF0000001
ID   mir-17
MI   MI0005294  mdo-mir-129
MI   MI0006665  oan-mir-129
MI   MI0007618  mml-mir-129
MI   MI0008019  cfa-mir-129-1
MI   MI0008030  cfa-mir-129-2
MI   MI0008493  ptr-mir-129-1
MI   MI0008494  ptr-mir-129-2
//
AC   MIPF0000074
ID   mir-105
MI   MI0000111  hsa-mir-105-1
MI   MI0000112  hsa-mir-105-2
MI   MI0002410  ssc-mir-105-1
MI   MI0002411  ssc-mir-105-2
MI   MI0002746  ppy-mir-105
MI   MI0002747  ggo-mir-105
MI   MI0002748  ppa-mir-105
MI   MI0002749  ptr-mir-105
MI   MI0002750  mml-mir-105-1
MI   MI0002751  sla-mir-105
MI   MI0002752  lla-mir-105
MI   MI0002753  mne-mir-105
MI   MI0005481  mmu-mir-105
MI   MI0007612  mml-mir-105-2
//
AC   MIPF0000075
ID   mir-138
MI   MI0000164  mmu-mir-138-2
MI   MI0000455  hsa-mir-138-2
MI   MI0000476  hsa-mir-138-1
MI   MI0000722  mmu-mir-138-1
MI   MI0000911  rno-mir-138-2
MI   MI0000912  rno-mir-138-1
MI   MI0001191  gga-mir-138-1
MI   MI0001228  gga-mir-138-2
MI   MI0002002  dre-mir-138
MI   MI0003435  fru-mir-138
MI   MI0003436  tni-mir-138
MI   MI0004839  xtr-mir-138
MI   MI0005029  bta-mir-138
MI   MI0005300  mdo-mir-138
MI   MI0006919  oan-mir-138-1
MI   MI0006922  oan-mir-138-2
MI   MI0007628  mml-mir-138
MI   MI0008047  cfa-mir-138b
MI   MI0008056  cfa-mir-138a
MI   MI0008539  ptr-mir-138
//
AC   MIPF0000076
ID   mir-190
MI   MI0000232  mmu-mir-190
MI   MI0000486  hsa-mir-190
MI   MI0000933  rno-mir-190
MI   MI0001224  gga-mir-190
MI   MI0002027  dre-mir-190
MI   MI0002613  mml-mir-190a
MI   MI0002614  ptr-mir-190a
MI   MI0002615  ggo-mir-190
MI   MI0002616  ppa-mir-190
MI   MI0003473  fru-mir-190
MI   MI0003474  tni-mir-190
MI   MI0004764  dre-mir-190b
MI   MI0005478  mmu-mir-190b
MI   MI0005545  hsa-mir-190b
MI   MI0005750  ame-mir-190
MI   MI0005808  dme-mir-190
MI   MI0006135  rno-mir-190b
MI   MI0006690  oan-mir-190a
MI   MI0006781  oan-mir-190b
MI   MI0007652  mml-mir-190b
MI   MI0008563  ptr-mir-190b
MI   MI0008917  tca-mir-190
MI   MI0009996  bmo-mir-190
//
AC   MIPF0000077
ID   mir-217
MI   MI0000293  hsa-mir-217
MI   MI0000731  mmu-mir-217
MI   MI0000956  rno-mir-217
MI   MI0001201  gga-mir-217
MI   MI0001383  dre-mir-217-1
MI   MI0002050  dre-mir-217-2
MI   MI0002425  ssc-mir-217
MI   MI0002866  ggo-mir-217
MI   MI0002867  ppa-mir-217
MI   MI0003289  fru-mir-217
MI   MI0003290  tni-mir-217
MI   MI0004870  xtr-mir-217
MI   MI0005321  mdo-mir-217
MI   MI0006923  oan-mir-217
MI   MI0007674  mml-mir-217
MI   MI0008583  ptr-mir-217
//
AC   MIPF0000078
ID   mir-187
MI   MI0000229  mmu-mir-187
MI   MI0000274  hsa-mir-187
MI   MI0000932  rno-mir-187
MI   MI0001193  gga-mir-187
MI   MI0001370  dre-mir-187
MI   MI0002817  ggo-mir-187
MI   MI0002818  ppy-mir-187
MI   MI0002819  mne-mir-187
MI   MI0002820  ppa-mir-187
MI   MI0003246  fru-mir-187
MI   MI0003247  tni-mir-187
MI   MI0004854  xtr-mir-187
MI   MI0005309  mdo-mir-187
MI   MI0006951  oan-mir-187
MI   MI0007651  mml-mir-187
//
AC   MIPF0000079
ID   mir-145
MI   MI0000169  mmu-mir-145
MI   MI0000461  hsa-mir-145
MI   MI0000918  rno-mir-145
MI   MI0002010  dre-mir-145
MI   MI0002417  ssc-mir-145
MI   MI0002558  mml-mir-145
MI   MI0002559  ptr-mir-145
MI   MI0002560  ggo-mir-145
MI   MI0002561  ppy-mir-145
MI   MI0002562  mne-mir-145
MI   MI0004756  bta-mir-145
MI   MI0004939  xtr-mir-145
MI   MI0005305  mdo-mir-145
MI   MI0006870  oan-mir-145
//
AC   MIPF0000080
ID   mir-127
MI   MI0000154  mmu-mir-127
MI   MI0000472  hsa-mir-127
MI   MI0000899  rno-mir-127
MI   MI0001521  oar-mir-127
MI   MI0002582  mml-mir-127
MI   MI0002583  ptr-mir-127
MI   MI0002584  ppy-mir-127
MI   MI0002585  sla-mir-127
MI   MI0002586  lla-mir-127
MI   MI0002587  mne-mir-127
MI   MI0002588  age-mir-127
MI   MI0005008  bta-mir-127
MI   MI0008132  cfa-mir-127
//
AC   MIPF0000081
ID   MIR168
MI   MI0000210  ath-MIR168a
MI   MI0000211  ath-MIR168b
MI   MI0001115  osa-MIR168a
MI   MI0001556  sbi-MIR168
MI   MI0001763  sof-MIR168a
MI   MI0001764  sof-MIR168b
MI   MI0001779  gma-MIR168
MI   MI0001824  zma-MIR168a
MI   MI0001825  zma-MIR168b
MI   MI0002243  ptc-MIR168a
MI   MI0002244  ptc-MIR168b
MI   MI0006470  bna-MIR168
MI   MI0006520  vvi-MIR168
//
AC   MIPF0000082
ID   mir-193
MI   MI0000235  mmu-mir-193
MI   MI0000487  hsa-mir-193a
MI   MI0000936  rno-mir-193
MI   MI0002029  dre-mir-193a-1
MI   MI0002030  dre-mir-193a-2
MI   MI0002031  dre-mir-193a-3
MI   MI0002032  dre-mir-193b
MI   MI0003137  hsa-mir-193b
MI   MI0003285  fru-mir-193
MI   MI0003286  tni-mir-193
MI   MI0003698  gga-mir-193b
MI   MI0004856  xtr-mir-193
MI   MI0005014  bta-mir-193a
MI   MI0005312  mdo-mir-193
MI   MI0005484  mmu-mir-193b
MI   MI0006676  oan-mir-193
MI   MI0007564  gga-mir-193a
MI   MI0007655  mml-mir-193a
MI   MI0007656  mml-mir-193b
MI   MI0008113  cfa-mir-193b
MI   MI0008159  cfa-mir-193a
MI   MI0008566  ptr-mir-193a
MI   MI0008567  ptr-mir-193b
//
AC   MIPF0000083
ID   MIR393
MI   MI0001003  ath-MIR393a
MI   MI0001004  ath-MIR393b
MI   MI0001026  osa-MIR393
MI   MI0001148  osa-MIR393b
MI   MI0001530  sbi-MIR393
MI   MI0001745  mtr-MIR393
MI   MI0001845  zma-MIR393
MI   MI0002309  ptc-MIR393a
MI   MI0002310  ptc-MIR393b
MI   MI0002311  ptc-MIR393c
MI   MI0002312  ptc-MIR393d
MI   MI0005772  bna-MIR393
MI   MI0006553  vvi-MIR393b
MI   MI0007216  gma-MIR393
MI   MI0007952  vvi-MIR393a
//
AC   MIPF0000084
ID   mir-142
MI   MI0000167  mmu-mir-142
MI   MI0000458  hsa-mir-142
MI   MI0000915  rno-mir-142
MI   MI0001281  gga-mir-142
MI   MI0002005  dre-mir-142a
MI   MI0002006  dre-mir-142b
MI   MI0003223  fru-mir-142a
MI   MI0003224  tni-mir-142a
MI   MI0003261  fru-mir-142b
MI   MI0003262  tni-mir-142b
MI   MI0004842  xtr-mir-142-1
MI   MI0004843  xtr-mir-142-2
MI   MI0005011  bta-mir-142
MI   MI0005301  mdo-mir-142
MI   MI0006772  oan-mir-142
MI   MI0007631  mml-mir-142
MI   MI0008160  cfa-mir-142
MI   MI0008543  ptr-mir-142
//
AC   MIPF0000085
ID   mir-140
MI   MI0000165  mmu-mir-140
MI   MI0000456  hsa-mir-140
MI   MI0000611  rno-mir-140
MI   MI0001229  gga-mir-140
MI   MI0002003  dre-mir-140
MI   MI0002437  ssc-mir-140
MI   MI0002547  ptr-mir-140
MI   MI0002548  mne-mir-140
MI   MI0003352  fru-mir-140
MI   MI0003353  tni-mir-140
MI   MI0004841  xtr-mir-140
MI   MI0005010  bta-mir-140
MI   MI0006671  oan-mir-140
MI   MI0007630  mml-mir-140
MI   MI0008100  cfa-mir-140
//
AC   MIPF0000086
ID   mir-210
MI   MI0000286  hsa-mir-210
MI   MI0000376  dme-mir-210
MI   MI0000695  mmu-mir-210
MI   MI0000950  rno-mir-210
MI   MI0001327  dps-mir-210
MI   MI0001379  dre-mir-210
MI   MI0001581  ame-mir-210
MI   MI0001610  aga-mir-210
MI   MI0003459  fru-mir-210
MI   MI0003460  tni-mir-210
MI   MI0004864  xtr-mir-210
MI   MI0005039  bta-mir-210
MI   MI0007670  mml-mir-210
MI   MI0008220  ssc-mir-210
MI   MI0008347  bmo-mir-210
MI   MI0008580  ptr-mir-210
MI   MI0008918  tca-mir-210
MI   MI0008969  dan-mir-210
MI   MI0009087  der-mir-210
MI   MI0009161  dgr-mir-210
MI   MI0009220  dmo-mir-210
MI   MI0009258  dpe-mir-210
MI   MI0009338  dse-mir-210
MI   MI0009414  dsi-mir-210
MI   MI0009494  dvi-mir-210
MI   MI0009586  dwi-mir-210
MI   MI0009669  dya-mir-210
//
AC   MIPF0000087
ID   mir-46
MI   MI0000017  cel-mir-46
MI   MI0000018  cel-mir-47
MI   MI0000366  dme-mir-281-1
MI   MI0000370  dme-mir-281-2
MI   MI0000500  cbr-mir-46
MI   MI0000501  cbr-mir-47
MI   MI0001339  dps-mir-281-1
MI   MI0001340  dps-mir-281-2
MI   MI0001587  ame-mir-281
MI   MI0001618  aga-mir-281
MI   MI0008348  bmo-mir-281
MI   MI0008925  tca-mir-281
MI   MI0008965  dan-mir-281-2
MI   MI0008987  dan-mir-281-1
MI   MI0009040  der-mir-281-2
MI   MI0009068  der-mir-281-1
MI   MI0009128  dgr-mir-281-1
MI   MI0009177  dgr-mir-281-2
MI   MI0009195  dmo-mir-281-1
MI   MI0009200  dmo-mir-281-2
MI   MI0009281  dpe-mir-281-1
MI   MI0009312  dpe-mir-281-2
MI   MI0009344  dse-mir-281-2
MI   MI0009365  dse-mir-281-1
MI   MI0009472  dsi-mir-281
MI   MI0009493  dvi-mir-281-2
MI   MI0009514  dvi-mir-281-1
MI   MI0009561  dwi-mir-281-2
MI   MI0009620  dwi-mir-281-1
MI   MI0009634  dya-mir-281-2
MI   MI0009666  dya-mir-281-1
//
AC   MIPF0000088
ID   mir-224
MI   MI0000301  hsa-mir-224
MI   MI0000711  mmu-mir-224
MI   MI0002426  ssc-mir-224
MI   MI0002903  mml-mir-224
MI   MI0002904  ptr-mir-224
MI   MI0002905  ggo-mir-224
MI   MI0002906  ppy-mir-224
MI   MI0002907  mne-mir-224
MI   MI0002908  ppa-mir-224
MI   MI0003483  rno-mir-224
MI   MI0008168  cfa-mir-224
//
AC   MIPF0000089
ID   MIR445
MI   MI0001707  osa-MIR442
MI   MI0001709  osa-MIR445a
MI   MI0001710  osa-MIR445b
MI   MI0001711  osa-MIR445c
MI   MI0001712  osa-MIR445d
MI   MI0001713  osa-MIR445e
MI   MI0001714  osa-MIR445f
MI   MI0001715  osa-MIR445g
MI   MI0001716  osa-MIR445h
MI   MI0001717  osa-MIR445i
MI   MI0005238  osa-MIR813
//
AC   MIPF0000090
ID   mir-198
MI   MI0000240  hsa-mir-198
MI   MI0002914  ggo-mir-198
MI   MI0002915  age-mir-198
MI   MI0002916  ppa-mir-198
MI   MI0002917  ppy-mir-198
MI   MI0002918  ptr-mir-198
MI   MI0002919  mml-mir-198
MI   MI0002920  sla-mir-198
MI   MI0002921  lla-mir-198
MI   MI0002922  mne-mir-198
//
AC   MIPF0000091
ID   mir-368
MI   MI0000776  hsa-mir-376c
MI   MI0000784  hsa-mir-376a-1
MI   MI0000793  mmu-mir-376a
MI   MI0001162  mmu-mir-376b
MI   MI0002466  hsa-mir-376b
MI   MI0003529  hsa-mir-376a-2
MI   MI0003533  mmu-mir-376c
MI   MI0003543  rno-mir-376c
MI   MI0003544  rno-mir-376b
MI   MI0003545  rno-mir-376a
MI   MI0007721  mml-mir-376a-1
MI   MI0007722  mml-mir-376a-2
MI   MI0007723  mml-mir-376b
MI   MI0007724  mml-mir-376c
MI   MI0008141  cfa-mir-376-3
MI   MI0008142  cfa-mir-376-2
MI   MI0008143  cfa-mir-376-1
MI   MI0008646  ptr-mir-376a-1
MI   MI0008647  ptr-mir-376a-2
MI   MI0008648  ptr-mir-376b
MI   MI0008649  ptr-mir-376c
//
AC   MIPF0000092
ID   MIR439
MI   MI0001691  osa-MIR439a
MI   MI0001692  osa-MIR439b
MI   MI0001693  osa-MIR439c
MI   MI0001694  osa-MIR439d
MI   MI0001695  osa-MIR439e
MI   MI0001696  osa-MIR439f
MI   MI0001697  osa-MIR439g
MI   MI0001698  osa-MIR439h
MI   MI0001699  osa-MIR439i
MI   MI0001700  osa-MIR439j
//
AC   MIPF0000093
ID   mir-144
MI   MI0000168  mmu-mir-144
MI   MI0000460  hsa-mir-144
MI   MI0000917  rno-mir-144
MI   MI0002009  dre-mir-144
MI   MI0002554  ptr-mir-144
MI   MI0002555  ppy-mir-144
MI   MI0002556  mne-mir-144
MI   MI0002557  ppa-mir-144
MI   MI0003348  fru-mir-144
MI   MI0003349  tni-mir-144
MI   MI0004938  xtr-mir-144
MI   MI0004996  gga-mir-144
MI   MI0005303  mdo-mir-144
MI   MI0006723  oan-mir-144
MI   MI0007633  mml-mir-144
MI   MI0008158  cfa-mir-144
//
AC   MIPF0000094
ID   mir-143
MI   MI0000257  mmu-mir-143
MI   MI0000459  hsa-mir-143
MI   MI0000916  rno-mir-143
MI   MI0002007  dre-mir-143-1
MI   MI0002008  dre-mir-143-2
MI   MI0002549  ptr-mir-143
MI   MI0002550  ggo-mir-143
MI   MI0002551  ppy-mir-143
MI   MI0002552  lla-mir-143
MI   MI0002553  ppa-mir-143
MI   MI0004937  xtr-mir-143
MI   MI0005302  mdo-mir-143
MI   MI0006871  oan-mir-143
MI   MI0007632  mml-mir-143
MI   MI0008092  cfa-mir-143
//
AC   MIPF0000095
ID   mir-122
MI   MI0000256  mmu-mir-122
MI   MI0000442  hsa-mir-122
MI   MI0000891  rno-mir-122
MI   MI0001277  gga-mir-122-1
MI   MI0001280  gga-mir-122-2
MI   MI0001965  dre-mir-122
MI   MI0002413  ssc-mir-122
MI   MI0003315  fru-mir-122
MI   MI0003316  tni-mir-122
MI   MI0004824  xtr-mir-122
MI   MI0005063  bta-mir-122
MI   MI0005287  mdo-mir-122
MI   MI0006679  oan-mir-122
MI   MI0007613  mml-mir-122a
MI   MI0008015  cfa-mir-122
MI   MI0008431  ptr-mir-122
//
AC   MIPF0000096
ID   mir-36
MI   MI0000007  cel-mir-36
MI   MI0000008  cel-mir-37
MI   MI0000009  cel-mir-38
MI   MI0000011  cel-mir-40
MI   MI0000012  cel-mir-41
MI   MI0001416  cbr-mir-36
MI   MI0001418  cbr-mir-38
MI   MI0001420  cbr-mir-40
MI   MI0001421  cbr-mir-41
//
AC   MIPF0000097
ID   mir-338
MI   MI0000618  rno-mir-338
MI   MI0000619  mmu-mir-338
MI   MI0000814  hsa-mir-338
MI   MI0002063  dre-mir-338-1
MI   MI0002064  dre-mir-338-2
MI   MI0002065  dre-mir-338-3
MI   MI0002066  dre-mir-338-4
MI   MI0003335  fru-mir-338
MI   MI0003336  tni-mir-338
MI   MI0004906  xtr-mir-338-1
MI   MI0004954  xtr-mir-338-2
MI   MI0005325  mdo-mir-338
MI   MI0007701  mml-mir-338
MI   MI0008163  cfa-mir-338
MI   MI0008625  ptr-mir-338
//
AC   MIPF0000098
ID   mir-95
MI   MI0000097  hsa-mir-95
MI   MI0001423  rno-mir-421
MI   MI0002436  ssc-mir-95
MI   MI0002690  ptr-mir-95
MI   MI0002691  ggo-mir-95
MI   MI0002692  ppy-mir-95
MI   MI0002693  sla-mir-95
MI   MI0002694  lla-mir-95
MI   MI0002695  ppa-mir-95
MI   MI0003516  hsa-mir-545
MI   MI0003685  hsa-mir-421
MI   MI0003758  hsa-mir-1264
MI   MI0005023  bta-mir-545
MI   MI0005496  mmu-mir-421
MI   MI0007608  mml-mir-95
MI   MI0007737  mml-mir-421
MI   MI0007818  mml-mir-545
MI   MI0008181  cfa-mir-421
MI   MI0008468  ptr-mir-1264
MI   MI0008661  ptr-mir-421
MI   MI0008745  ptr-mir-545
//
AC   MIPF0000099
ID   mir-136
MI   MI0000162  mmu-mir-136
MI   MI0000475  hsa-mir-136
MI   MI0000909  rno-mir-136
MI   MI0001523  oar-mir-136
MI   MI0002452  ssc-mir-136
MI   MI0002593  ptr-mir-136
MI   MI0002594  ggo-mir-136
MI   MI0002595  ppy-mir-136
MI   MI0002596  ppa-mir-136
MI   MI0007626  mml-mir-136
MI   MI0008133  cfa-mir-136
//
AC   MIPF0000100
ID   MIR394
MI   MI0001005  ath-MIR394a
MI   MI0001006  ath-MIR394b
MI   MI0001027  osa-MIR394
MI   MI0001531  sbi-MIR394a
MI   MI0001532  sbi-MIR394b
MI   MI0001794  zma-MIR394a
MI   MI0001795  zma-MIR394b
MI   MI0002313  ptc-MIR394a
MI   MI0002314  ptc-MIR394b
MI   MI0006554  vvi-MIR394a
MI   MI0006555  vvi-MIR394b
MI   MI0007953  vvi-MIR394c
//
AC   MIPF0000101
ID   MIR390
MI   MI0001000  ath-MIR390a
MI   MI0001001  ath-MIR390b
MI   MI0001690  osa-MIR390
MI   MI0002305  ptc-MIR390a
MI   MI0002306  ptc-MIR390b
MI   MI0002307  ptc-MIR390c
MI   MI0002308  ptc-MIR390d
MI   MI0003494  ppt-MIR390a
MI   MI0003495  ppt-MIR390b
MI   MI0004729  ppt-MIR390c
MI   MI0005647  ghr-MIR390a
MI   MI0005648  ghr-MIR390b
MI   MI0005649  ghr-MIR390c
MI   MI0005787  pta-MIR390
MI   MI0006447  bna-MIR390a
MI   MI0006448  bna-MIR390b
MI   MI0006449  bna-MIR390c
MI   MI0006552  vvi-MIR390
MI   MI0007214  gma-MIR390a
MI   MI0007215  gma-MIR390b
//
AC   MIPF0000102
ID   MIR408
MI   MI0001080  ath-MIR408
MI   MI0001149  osa-MIR408
MI   MI0001765  sof-MIR408a
MI   MI0001766  sof-MIR408b
MI   MI0001767  sof-MIR408c
MI   MI0001768  sof-MIR408d
MI   MI0001769  sof-MIR408e
MI   MI0001846  zma-MIR408
MI   MI0002352  ptc-MIR408
MI   MI0006177  tae-MIR408
MI   MI0006578  vvi-MIR408
//
AC   MIPF0000103
ID   mir-146
MI   MI0000170  mmu-mir-146a
MI   MI0000477  hsa-mir-146a
MI   MI0000919  rno-mir-146a
MI   MI0001235  gga-mir-146a
MI   MI0002012  dre-mir-146a
MI   MI0002013  dre-mir-146b-1
MI   MI0002014  dre-mir-146b-2
MI   MI0003129  hsa-mir-146b
MI   MI0003695  gga-mir-146b
MI   MI0004665  mmu-mir-146b
MI   MI0004844  xtr-mir-146
MI   MI0006265  xtr-mir-146b
MI   MI0006342  rno-mir-146b
MI   MI0006788  oan-mir-146b
MI   MI0006931  oan-mir-146a
MI   MI0007561  gga-mir-146c
MI   MI0007634  mml-mir-146a
MI   MI0007635  mml-mir-146b
MI   MI0008073  cfa-mir-146b
MI   MI0008094  cfa-mir-146a
MI   MI0008544  ptr-mir-146a
MI   MI0008545  ptr-mir-146b
//
AC   MIPF0000104
ID   MIR171_2
MI   MI0001138  osa-MIR171g
MI   MI0001147  osa-MIR171h
MI   MI0001567  sbi-MIR171c
MI   MI0001570  sbi-MIR171e
MI   MI0001839  zma-MIR171g
MI   MI0001843  zma-MIR171k
MI   MI0001844  zma-MIR171h
MI   MI0001854  sbi-MIR171f
MI   MI0002389  ptc-MIR479
MI   MI0006579  vvi-MIR479
MI   MI0007032  ptc-MIR171l
MI   MI0007033  ptc-MIR171m
MI   MI0007034  ptc-MIR171n
MI   MI0007217  gma-MIR171b
//
AC   MIPF0000105
ID   mir-147
MI   MI0000262  hsa-mir-147
MI   MI0002770  ptr-mir-147a
MI   MI0002771  ppy-mir-147
MI   MI0002772  sla-mir-147
MI   MI0002773  mne-mir-147
MI   MI0002774  ppa-mir-147
MI   MI0003696  gga-mir-147-1
MI   MI0003697  gga-mir-147-2
MI   MI0005482  mmu-mir-147
MI   MI0005544  hsa-mir-147b
MI   MI0006130  rno-mir-147
MI   MI0006785  oan-mir-147
MI   MI0007636  mml-mir-147a
MI   MI0007637  mml-mir-147b
MI   MI0008546  ptr-mir-147b
//
AC   MIPF0000106
ID   mir-137
MI   MI0000163  mmu-mir-137
MI   MI0000454  hsa-mir-137
MI   MI0000910  rno-mir-137
MI   MI0001221  gga-mir-137
MI   MI0002000  dre-mir-137-1
MI   MI0002001  dre-mir-137-2
MI   MI0003248  fru-mir-137
MI   MI0003249  tni-mir-137
MI   MI0004934  xtr-mir-137-1
MI   MI0004935  xtr-mir-137-2
MI   MI0004936  xtr-mir-137-3
MI   MI0005299  mdo-mir-137
MI   MI0005729  ame-mir-137
MI   MI0006687  oan-mir-137a
MI   MI0006710  oan-mir-137b
MI   MI0007627  mml-mir-137
MI   MI0008117  cfa-mir-137
MI   MI0008538  ptr-mir-137
MI   MI0008915  tca-mir-137
MI   MI0009995  bmo-mir-137
//
AC   MIPF0000107
ID   MIR398
MI   MI0001017  ath-MIR398a
MI   MI0001018  ath-MIR398b
MI   MI0001019  ath-MIR398c
MI   MI0001051  osa-MIR398a
MI   MI0001052  osa-MIR398b
MI   MI0001787  gma-MIR398a
MI   MI0001788  gma-MIR398b
MI   MI0002335  ptc-MIR398a
MI   MI0002336  ptc-MIR398b
MI   MI0002337  ptc-MIR398c
MI   MI0005789  pta-MIR398
MI   MI0006572  vvi-MIR398a
MI   MI0007958  vvi-MIR398b
MI   MI0007959  vvi-MIR398c
//
AC   MIPF0000108
ID   mir-203
MI   MI0000246  mmu-mir-203
MI   MI0000283  hsa-mir-203
MI   MI0000945  rno-mir-203
MI   MI0001214  gga-mir-203
MI   MI0001376  dre-mir-203a
MI   MI0002041  dre-mir-203b
MI   MI0003427  fru-mir-203
MI   MI0003428  tni-mir-203
MI   MI0004947  xtr-mir-203
MI   MI0005315  mdo-mir-203
MI   MI0007664  mml-mir-203
MI   MI0008575  ptr-mir-203
//
AC   MIPF0000109
ID   mir-186
MI   MI0000228  mmu-mir-186
MI   MI0000483  hsa-mir-186
MI   MI0000931  rno-mir-186
MI   MI0002456  ssc-mir-186
MI   MI0002605  ptr-mir-186
MI   MI0002606  ggo-mir-186
MI   MI0002607  ppa-mir-186
MI   MI0005033  bta-mir-186
MI   MI0005311  mdo-mir-186
MI   MI0006741  oan-mir-186
MI   MI0007650  mml-mir-186
MI   MI0008108  cfa-mir-186
//
AC   MIPF0000110
ID   mir-329
MI   MI0000604  rno-mir-329
MI   MI0000605  mmu-mir-329
MI   MI0001725  hsa-mir-329-1
MI   MI0001726  hsa-mir-329-2
MI   MI0003135  hsa-mir-495
MI   MI0003519  mmu-mir-543
MI   MI0003525  rno-mir-543
MI   MI0004639  mmu-mir-495
MI   MI0005565  hsa-mir-543
MI   MI0006152  rno-mir-495
MI   MI0007695  mml-mir-329-1
MI   MI0007696  mml-mir-329-2
MI   MI0007769  mml-mir-495
MI   MI0008138  cfa-mir-329
MI   MI0008139  cfa-mir-543
MI   MI0008140  cfa-mir-495
MI   MI0008619  ptr-mir-329-1
MI   MI0008620  ptr-mir-329-2
MI   MI0008691  ptr-mir-495
MI   MI0008743  ptr-mir-543
//
AC   MIPF0000111
ID   mir-489
MI   MI0003124  hsa-mir-489
MI   MI0003254  fru-mir-489
MI   MI0003255  tni-mir-489
MI   MI0003256  dre-mir-489
MI   MI0003476  mmu-mir-489
MI   MI0003477  rno-mir-489
MI   MI0003708  gga-mir-489
MI   MI0004884  xtr-mir-489
MI   MI0007763  mml-mir-489
MI   MI0008686  ptr-mir-489
//
AC   MIPF0000112
ID   mir-134
MI   MI0000160  mmu-mir-134
MI   MI0000474  hsa-mir-134
MI   MI0000907  rno-mir-134
MI   MI0002589  ggo-mir-134
MI   MI0002590  ppy-mir-134
MI   MI0002591  mne-mir-134
MI   MI0002592  ppa-mir-134
MI   MI0007623  mml-mir-134
MI   MI0008535  ptr-mir-134
//
AC   MIPF0000113
ID   mir-188
MI   MI0000230  mmu-mir-188
MI   MI0000484  hsa-mir-188
MI   MI0002608  mml-mir-188
MI   MI0002609  ptr-mir-188
MI   MI0002610  ppy-mir-188
MI   MI0002611  mne-mir-188
MI   MI0002612  ppa-mir-188
MI   MI0003205  hsa-mir-532
MI   MI0003206  mmu-mir-532
MI   MI0003684  hsa-mir-660
MI   MI0005061  bta-mir-532
MI   MI0005468  bta-mir-660
MI   MI0006134  rno-mir-188
MI   MI0006154  rno-mir-532
MI   MI0007814  mml-mir-532
MI   MI0007901  mml-mir-660
MI   MI0008184  cfa-mir-532
MI   MI0008186  cfa-mir-660
MI   MI0008741  ptr-mir-532
MI   MI0008845  ptr-mir-660
//
AC   MIPF0000114
ID   mir-375
MI   MI0000783  hsa-mir-375
MI   MI0000792  mmu-mir-375
MI   MI0002072  dre-mir-375-1
MI   MI0002073  dre-mir-375-2
MI   MI0003419  fru-mir-375
MI   MI0003420  tni-mir-375
MI   MI0003705  gga-mir-375
MI   MI0005327  mdo-mir-375
MI   MI0006140  rno-mir-375
MI   MI0006267  xtr-mir-375
MI   MI0007720  mml-mir-375
MI   MI0008645  ptr-mir-375
//
AC   MIPF0000115
ID   mir-126
MI   MI0000153  mmu-mir-126
MI   MI0000471  hsa-mir-126
MI   MI0000898  rno-mir-126
MI   MI0001244  gga-mir-126
MI   MI0001979  dre-mir-126
MI   MI0003273  fru-mir-126
MI   MI0003274  tni-mir-126
MI   MI0004754  bta-mir-126
MI   MI0004827  xtr-mir-126
MI   MI0006861  oan-mir-126
MI   MI0007166  cin-mir-126
MI   MI0007194  csa-mir-126
MI   MI0007616  mml-mir-126
MI   MI0008154  cfa-mir-126
MI   MI0008465  ptr-mir-126
//
AC   MIPF0000116
ID   mir-182
MI   MI0000224  mmu-mir-182
MI   MI0000272  hsa-mir-182
MI   MI0001368  dre-mir-182
MI   MI0002815  mml-mir-182
MI   MI0002816  ppy-mir-182
MI   MI0003457  fru-mir-182
MI   MI0003458  tni-mir-182
MI   MI0004851  xtr-mir-182
MI   MI0005307  mdo-mir-182
MI   MI0006133  rno-mir-182
MI   MI0008558  ptr-mir-182
//
AC   MIPF0000117
ID   mir-139
MI   MI0000261  hsa-mir-139
MI   MI0000693  mmu-mir-139
MI   MI0000913  rno-mir-139
MI   MI0002453  ssc-mir-139
MI   MI0002768  lla-mir-139
MI   MI0002769  ppa-mir-139
MI   MI0003693  dre-mir-139
MI   MI0004840  xtr-mir-139
MI   MI0005009  bta-mir-139
MI   MI0006724  oan-mir-139
MI   MI0007629  mml-mir-139
MI   MI0008045  cfa-mir-139
MI   MI0008540  ptr-mir-139
//
AC   MIPF0000118
ID   mir-220
MI   MI0000297  hsa-mir-220a
MI   MI0001386  dre-mir-220
MI   MI0002887  mml-mir-220a
MI   MI0002888  ptr-mir-220a
MI   MI0002889  ggo-mir-220
MI   MI0002890  mne-mir-220
MI   MI0002891  ppa-mir-220
MI   MI0005487  mmu-mir-220
MI   MI0005529  hsa-mir-220b
MI   MI0007677  mml-mir-220b
MI   MI0007678  mml-mir-220c
MI   MI0007679  mml-mir-220d
MI   MI0008586  ptr-mir-220b
//
AC   MIPF0000119
ID   mir-6
MI   MI0000124  dme-mir-6-1
MI   MI0000125  dme-mir-6-2
MI   MI0000126  dme-mir-6-3
MI   MI0001299  dps-mir-6-1
MI   MI0001300  dps-mir-6-3
MI   MI0001301  dps-mir-6-2
MI   MI0008999  dan-mir-6-1
MI   MI0009010  dan-mir-6-3
MI   MI0009015  dan-mir-6-2
MI   MI0009042  der-mir-6-3
MI   MI0009048  der-mir-6-2
MI   MI0009051  der-mir-6-1
MI   MI0009111  dgr-mir-6-2
MI   MI0009114  dgr-mir-6-4
MI   MI0009130  dgr-mir-6-6
MI   MI0009139  dgr-mir-6-1
MI   MI0009148  dgr-mir-6-5
